caseId,category,expected,actual,result
determinism.I005@green,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i005_green_150022
baseItemId=4:I005
rarity=5:green
generationVersion=1:1
rootSeed=6:150022
cultivationPotentialProfileId=33:candidate_core_profile_i005_green
statId=5:break
statRawUnits=2:21
statId=7:control
statRawUnits=1:5
statId=8:cooldown
statRawUnits=1:5
statId=8:nianCost
statRawUnits=1:6
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_break_up
affixValueProfileId=30:candidate_value_affix_break_up
affixRawUnits=3:552
slotId=9:random_01
slotKind=6:Random
affixId=21:affix_nian_efficiency
affixValueProfileId=37:candidate_value_affix_nian_efficiency
affixRawUnits=3:460
eligibleCoreEffectId=22:candidate_core_i005_01
eligibleCoreEffectId=22:candidate_core_i005_02
visibleCoreEffectId=22:candidate_core_i005_01
visibleCoreEffectId=22:candidate_core_i005_02
buildQualification=4:None
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i005_green_150022
baseItemId=4:I005
rarity=5:green
generationVersion=1:1
rootSeed=6:150022
cultivationPotentialProfileId=33:candidate_core_profile_i005_green
statId=5:break
statRawUnits=2:21
statId=7:control
statRawUnits=1:5
statId=8:cooldown
statRawUnits=1:5
statId=8:nianCost
statRawUnits=1:6
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_break_up
affixValueProfileId=30:candidate_value_affix_break_up
affixRawUnits=3:552
slotId=9:random_01
slotKind=6:Random
affixId=21:affix_nian_efficiency
affixValueProfileId=37:candidate_value_affix_nian_efficiency
affixRawUnits=3:460
eligibleCoreEffectId=22:candidate_core_i005_01
eligibleCoreEffectId=22:candidate_core_i005_02
visibleCoreEffectId=22:candidate_core_i005_01
visibleCoreEffectId=22:candidate_core_i005_02
buildQualification=4:None
",PASS
roll.I005@blue,roll_150,PASS,PASS,PASS
projection.I005@blue,projection_150,PASS,PASS,PASS
determinism.I005@blue,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=19:wb_i005_blue_150023
baseItemId=4:I005
rarity=4:blue
generationVersion=1:1
rootSeed=6:150023
cultivationPotentialProfileId=32:candidate_core_profile_i005_blue
statId=5:break
statRawUnits=2:33
statId=7:control
statRawUnits=1:5
statId=8:cooldown
statRawUnits=1:4
statId=8:nianCost
statRawUnits=1:5
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_break_up
affixValueProfileId=30:candidate_value_affix_break_up
affixRawUnits=3:795
slotId=9:random_01
slotKind=6:Random
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:7
eligibleCoreEffectId=22:candidate_core_i005_01
eligibleCoreEffectId=22:candidate_core_i005_02
eligibleCoreEffectId=22:candidate_core_i005_03
visibleCoreEffectId=22:candidate_core_i005_01
visibleCoreEffectId=22:candidate_core_i005_02
visibleCoreEffectId=22:candidate_core_i005_03
buildQualification=9:QiLeiOnly
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=19:wb_i005_blue_150023
baseItemId=4:I005
rarity=4:blue
generationVersion=1:1
rootSeed=6:150023
cultivationPotentialProfileId=32:candidate_core_profile_i005_blue
statId=5:break
statRawUnits=2:33
statId=7:control
statRawUnits=1:5
statId=8:cooldown
statRawUnits=1:4
statId=8:nianCost
statRawUnits=1:5
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_break_up
affixValueProfileId=30:candidate_value_affix_break_up
affixRawUnits=3:795
slotId=9:random_01
slotKind=6:Random
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:7
eligibleCoreEffectId=22:candidate_core_i005_01
eligibleCoreEffectId=22:candidate_core_i005_02
eligibleCoreEffectId=22:candidate_core_i005_03
visibleCoreEffectId=22:candidate_core_i005_01
visibleCoreEffectId=22:candidate_core_i005_02
visibleCoreEffectId=22:candidate_core_i005_03
buildQualification=9:QiLeiOnly
",PASS
roll.I005@purple,roll_150,PASS,PASS,PASS
projection.I005@purple,projection_150,PASS,PASS,PASS
determinism.I005@purple,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i005_purple_150024
baseItemId=4:I005
rarity=6:purple
generationVersion=1:1
rootSeed=6:150024
cultivationPotentialProfileId=34:candidate_core_profile_i005_purple
statId=5:break
statRawUnits=2:32
statId=7:control
statRawUnits=1:9
statId=8:cooldown
statRawUnits=1:3
statId=8:nianCost
statRawUnits=1:3
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_break_up
affixValueProfileId=30:candidate_value_affix_break_up
affixRawUnits=4:1116
slotId=9:random_01
slotKind=6:Random
affixId=21:affix_nian_efficiency
affixValueProfileId=37:candidate_value_affix_nian_efficiency
affixRawUnits=3:882
eligibleCoreEffectId=22:candidate_core_i005_01
eligibleCoreEffectId=22:candidate_core_i005_02
eligibleCoreEffectId=22:candidate_core_i005_03
eligibleCoreEffectId=22:candidate_core_i005_04
visibleCoreEffectId=22:candidate_core_i005_01
visibleCoreEffectId=22:candidate_core_i005_02
visibleCoreEffectId=22:candidate_core_i005_03
visibleCoreEffectId=22:candidate_core_i005_04
buildQualification=9:FaMenOnly
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i005_purple_150024
baseItemId=4:I005
rarity=6:purple
generationVersion=1:1
rootSeed=6:150024
cultivationPotentialProfileId=34:candidate_core_profile_i005_purple
statId=5:break
statRawUnits=2:32
statId=7:control
statRawUnits=1:9
statId=8:cooldown
statRawUnits=1:3
statId=8:nianCost
statRawUnits=1:3
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_break_up
affixValueProfileId=30:candidate_value_affix_break_up
affixRawUnits=4:1116
slotId=9:random_01
slotKind=6:Random
affixId=21:affix_nian_efficiency
affixValueProfileId=37:candidate_value_affix_nian_efficiency
affixRawUnits=3:882
eligibleCoreEffectId=22:candidate_core_i005_01
eligibleCoreEffectId=22:candidate_core_i005_02
eligibleCoreEffectId=22:candidate_core_i005_03
eligibleCoreEffectId=22:candidate_core_i005_04
visibleCoreEffectId=22:candidate_core_i005_01
visibleCoreEffectId=22:candidate_core_i005_02
visibleCoreEffectId=22:candidate_core_i005_03
visibleCoreEffectId=22:candidate_core_i005_04
buildQualification=9:FaMenOnly
",PASS
roll.I005@orange,roll_150,PASS,PASS,PASS
projection.I005@orange,projection_150,PASS,PASS,PASS
determinism.I005@orange,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i005_orange_150025
baseItemId=4:I005
rarity=6:orange
generationVersion=1:1
rootSeed=6:150025
cultivationPotentialProfileId=34:candidate_core_profile_i005_orange
statId=5:break
statRawUnits=2:40
statId=7:control
statRawUnits=2:10
statId=8:cooldown
statRawUnits=1:3
statId=8:nianCost
statRawUnits=1:3
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_break_up
affixValueProfileId=30:candidate_value_affix_break_up
affixRawUnits=4:1303
slotId=9:random_01
slotKind=6:Random
affixId=21:affix_nian_efficiency
affixValueProfileId=37:candidate_value_affix_nian_efficiency
affixRawUnits=4:1338
eligibleCoreEffectId=22:candidate_core_i005_01
eligibleCoreEffectId=22:candidate_core_i005_02
eligibleCoreEffectId=22:candidate_core_i005_03
eligibleCoreEffectId=22:candidate_core_i005_04
eligibleCoreEffectId=28:candidate_core_i005_ultimate
visibleCoreEffectId=22:candidate_core_i005_01
visibleCoreEffectId=22:candidate_core_i005_02
visibleCoreEffectId=22:candidate_core_i005_03
visibleCoreEffectId=22:candidate_core_i005_04
visibleCoreEffectId=28:candidate_core_i005_ultimate
buildQualification=9:FaMenOnly
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i005_orange_150025
baseItemId=4:I005
rarity=6:orange
generationVersion=1:1
rootSeed=6:150025
cultivationPotentialProfileId=34:candidate_core_profile_i005_orange
statId=5:break
statRawUnits=2:40
statId=7:control
statRawUnits=2:10
statId=8:cooldown
statRawUnits=1:3
statId=8:nianCost
statRawUnits=1:3
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_break_up
affixValueProfileId=30:candidate_value_affix_break_up
affixRawUnits=4:1303
slotId=9:random_01
slotKind=6:Random
affixId=21:affix_nian_efficiency
affixValueProfileId=37:candidate_value_affix_nian_efficiency
affixRawUnits=4:1338
eligibleCoreEffectId=22:candidate_core_i005_01
eligibleCoreEffectId=22:candidate_core_i005_02
eligibleCoreEffectId=22:candidate_core_i005_03
eligibleCoreEffectId=22:candidate_core_i005_04
eligibleCoreEffectId=28:candidate_core_i005_ultimate
visibleCoreEffectId=22:candidate_core_i005_01
visibleCoreEffectId=22:candidate_core_i005_02
visibleCoreEffectId=22:candidate_core_i005_03
visibleCoreEffectId=22:candidate_core_i005_04
visibleCoreEffectId=28:candidate_core_i005_ultimate
buildQualification=9:FaMenOnly
",PASS
roll.I006@white,roll_150,PASS,PASS,PASS
projection.I006@white,projection_150,PASS,PASS,PASS
determinism.I006@white,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i006_white_150026
baseItemId=4:I006
rarity=5:white
generationVersion=1:1
rootSeed=6:150026
cultivationPotentialProfileId=33:candidate_core_profile_i006_white
statId=7:control
statRawUnits=1:1
statId=8:cooldown
statRawUnits=1:8
statId=6:damage
statRawUnits=2:28
statId=8:nianCost
statRawUnits=1:8
slotId=8:fixed_01
slotKind=5:Fixed
affixId=15:affix_damage_up
affixValueProfileId=31:candidate_value_affix_damage_up
affixRawUnits=3:243
slotId=9:random_01
slotKind=6:Random
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:1
eligibleCoreEffectId=22:candidate_core_i006_01
visibleCoreEffectId=22:candidate_core_i006_01
buildQualification=4:None
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i006_white_150026
baseItemId=4:I006
rarity=5:white
generationVersion=1:1
rootSeed=6:150026
cultivationPotentialProfileId=33:candidate_core_profile_i006_white
statId=7:control
statRawUnits=1:1
statId=8:cooldown
statRawUnits=1:8
statId=6:damage
statRawUnits=2:28
statId=8:nianCost
statRawUnits=1:8
slotId=8:fixed_01
slotKind=5:Fixed
affixId=15:affix_damage_up
affixValueProfileId=31:candidate_value_affix_damage_up
affixRawUnits=3:243
slotId=9:random_01
slotKind=6:Random
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:1
eligibleCoreEffectId=22:candidate_core_i006_01
visibleCoreEffectId=22:candidate_core_i006_01
buildQualification=4:None
",PASS
roll.I006@green,roll_150,PASS,PASS,PASS
projection.I006@green,projection_150,PASS,PASS,PASS
determinism.I006@green,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i006_green_150027
baseItemId=4:I006
rarity=5:green
generationVersion=1:1
rootSeed=6:150027
cultivationPotentialProfileId=33:candidate_core_profile_i006_green
statId=7:control
statRawUnits=1:3
statId=8:cooldown
statRawUnits=1:7
statId=6:damage
statRawUnits=2:42
statId=8:nianCost
statRawUnits=1:7
slotId=8:fixed_01
slotKind=5:Fixed
affixId=15:affix_damage_up
affixValueProfileId=31:candidate_value_affix_damage_up
affixRawUnits=3:386
slotId=9:random_01
slotKind=6:Random
affixId=24:affix_cooldown_reduction
affixValueProfileId=40:candidate_value_affix_cooldown_reduction
affixRawUnits=3:438
eligibleCoreEffectId=22:candidate_core_i006_01
eligibleCoreEffectId=22:candidate_core_i006_02
visibleCoreEffectId=22:candidate_core_i006_01
visibleCoreEffectId=22:candidate_core_i006_02
buildQualification=4:None
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i006_green_150027
baseItemId=4:I006
rarity=5:green
generationVersion=1:1
rootSeed=6:150027
cultivationPotentialProfileId=33:candidate_core_profile_i006_green
statId=7:control
statRawUnits=1:3
statId=8:cooldown
statRawUnits=1:7
statId=6:damage
statRawUnits=2:42
statId=8:nianCost
statRawUnits=1:7
slotId=8:fixed_01
slotKind=5:Fixed
affixId=15:affix_damage_up
affixValueProfileId=31:candidate_value_affix_damage_up
affixRawUnits=3:386
slotId=9:random_01
slotKind=6:Random
affixId=24:affix_cooldown_reduction
affixValueProfileId=40:candidate_value_affix_cooldown_reduction
affixRawUnits=3:438
eligibleCoreEffectId=22:candidate_core_i006_01
eligibleCoreEffectId=22:candidate_core_i006_02
visibleCoreEffectId=22:candidate_core_i006_01
visibleCoreEffectId=22:candidate_core_i006_02
buildQualification=4:None
",PASS
roll.I006@blue,roll_150,PASS,PASS,PASS
projection.I006@blue,projection_150,PASS,PASS,PASS
determinism.I006@blue,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=19:wb_i006_blue_150028
baseItemId=4:I006
rarity=4:blue
generationVersion=1:1
rootSeed=6:150028
cultivationPotentialProfileId=32:candidate_core_profile_i006_blue
statId=7:control
statRawUnits=1:6
statId=8:cooldown
statRawUnits=1:6
statId=6:damage
statRawUnits=2:42
statId=8:nianCost
statRawUnits=1:7
slotId=8:fixed_01
slotKind=5:Fixed
affixId=15:affix_damage_up
affixValueProfileId=31:candidate_value_affix_damage_up
affixRawUnits=3:735
slotId=9:random_01
slotKind=6:Random
affixId=21:affix_nian_efficiency
affixValueProfileId=37:candidate_value_affix_nian_efficiency
affixRawUnits=3:800
eligibleCoreEffectId=22:candidate_core_i006_01
eligibleCoreEffectId=22:candidate_core_i006_02
eligibleCoreEffectId=22:candidate_core_i006_03
visibleCoreEffectId=22:candidate_core_i006_01
visibleCoreEffectId=22:candidate_core_i006_02
visibleCoreEffectId=22:candidate_core_i006_03
buildQualification=9:QiLeiOnly
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=19:wb_i006_blue_150028
baseItemId=4:I006
rarity=4:blue
generationVersion=1:1
rootSeed=6:150028
cultivationPotentialProfileId=32:candidate_core_profile_i006_blue
statId=7:control
statRawUnits=1:6
statId=8:cooldown
statRawUnits=1:6
statId=6:damage
statRawUnits=2:42
statId=8:nianCost
statRawUnits=1:7
slotId=8:fixed_01
slotKind=5:Fixed
affixId=15:affix_damage_up
affixValueProfileId=31:candidate_value_affix_damage_up
affixRawUnits=3:735
slotId=9:random_01
slotKind=6:Random
affixId=21:affix_nian_efficiency
affixValueProfileId=37:candidate_value_affix_nian_efficiency
affixRawUnits=3:800
eligibleCoreEffectId=22:candidate_core_i006_01
eligibleCoreEffectId=22:candidate_core_i006_02
eligibleCoreEffectId=22:candidate_core_i006_03
visibleCoreEffectId=22:candidate_core_i006_01
visibleCoreEffectId=22:candidate_core_i006_02
visibleCoreEffectId=22:candidate_core_i006_03
buildQualification=9:QiLeiOnly
",PASS
roll.I006@purple,roll_150,PASS,PASS,PASS
projection.I006@purple,projection_150,PASS,PASS,PASS
determinism.I006@purple,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i006_purple_150029
baseItemId=4:I006
rarity=6:purple
generationVersion=1:1
rootSeed=6:150029
cultivationPotentialProfileId=34:candidate_core_profile_i006_purple
statId=7:control
statRawUnits=1:8
statId=8:cooldown
statRawUnits=1:6
statId=6:damage
statRawUnits=2:58
statId=8:nianCost
statRawUnits=1:6
slotId=8:fixed_01
slotKind=5:Fixed
affixId=15:affix_damage_up
affixValueProfileId=31:candidate_value_affix_damage_up
affixRawUnits=4:1252
slotId=9:random_01
slotKind=6:Random
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:8
eligibleCoreEffectId=22:candidate_core_i006_01
eligibleCoreEffectId=22:candidate_core_i006_02
eligibleCoreEffectId=22:candidate_core_i006_03
eligibleCoreEffectId=22:candidate_core_i006_04
visibleCoreEffectId=22:candidate_core_i006_01
visibleCoreEffectId=22:candidate_core_i006_02
visibleCoreEffectId=22:candidate_core_i006_03
visibleCoreEffectId=22:candidate_core_i006_04
buildQualification=9:QiLeiOnly
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i006_purple_150029
baseItemId=4:I006
rarity=6:purple
generationVersion=1:1
rootSeed=6:150029
cultivationPotentialProfileId=34:candidate_core_profile_i006_purple
statId=7:control
statRawUnits=1:8
statId=8:cooldown
statRawUnits=1:6
statId=6:damage
statRawUnits=2:58
statId=8:nianCost
statRawUnits=1:6
slotId=8:fixed_01
slotKind=5:Fixed
affixId=15:affix_damage_up
affixValueProfileId=31:candidate_value_affix_damage_up
affixRawUnits=4:1252
slotId=9:random_01
slotKind=6:Random
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:8
eligibleCoreEffectId=22:candidate_core_i006_01
eligibleCoreEffectId=22:candidate_core_i006_02
eligibleCoreEffectId=22:candidate_core_i006_03
eligibleCoreEffectId=22:candidate_core_i006_04
visibleCoreEffectId=22:candidate_core_i006_01
visibleCoreEffectId=22:candidate_core_i006_02
visibleCoreEffectId=22:candidate_core_i006_03
visibleCoreEffectId=22:candidate_core_i006_04
buildQualification=9:QiLeiOnly
",PASS
roll.I006@orange,roll_150,PASS,PASS,PASS
projection.I006@orange,projection_150,PASS,PASS,PASS
determinism.I006@orange,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i006_orange_150030
baseItemId=4:I006
rarity=6:orange
generationVersion=1:1
rootSeed=6:150030
cultivationPotentialProfileId=34:candidate_core_profile_i006_orange
statId=7:control
statRawUnits=2:10
statId=8:cooldown
statRawUnits=1:5
statId=6:damage
statRawUnits=2:61
statId=8:nianCost
statRawUnits=1:5
slotId=8:fixed_01
slotKind=5:Fixed
affixId=15:affix_damage_up
affixValueProfileId=31:candidate_value_affix_damage_up
affixRawUnits=4:1482
slotId=9:random_01
slotKind=6:Random
affixId=21:affix_nian_efficiency
affixValueProfileId=37:candidate_value_affix_nian_efficiency
affixRawUnits=4:1609
eligibleCoreEffectId=22:candidate_core_i006_01
eligibleCoreEffectId=22:candidate_core_i006_02
eligibleCoreEffectId=22:candidate_core_i006_03
eligibleCoreEffectId=22:candidate_core_i006_04
eligibleCoreEffectId=28:candidate_core_i006_ultimate
visibleCoreEffectId=22:candidate_core_i006_01
visibleCoreEffectId=22:candidate_core_i006_02
visibleCoreEffectId=22:candidate_core_i006_03
visibleCoreEffectId=22:candidate_core_i006_04
visibleCoreEffectId=28:candidate_core_i006_ultimate
buildQualification=4:Dual
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i006_orange_150030
baseItemId=4:I006
rarity=6:orange
generationVersion=1:1
rootSeed=6:150030
cultivationPotentialProfileId=34:candidate_core_profile_i006_orange
statId=7:control
statRawUnits=2:10
statId=8:cooldown
statRawUnits=1:5
statId=6:damage
statRawUnits=2:61
statId=8:nianCost
statRawUnits=1:5
slotId=8:fixed_01
slotKind=5:Fixed
affixId=15:affix_damage_up
affixValueProfileId=31:candidate_value_affix_damage_up
affixRawUnits=4:1482
slotId=9:random_01
slotKind=6:Random
affixId=21:affix_nian_efficiency
affixValueProfileId=37:candidate_value_affix_nian_efficiency
affixRawUnits=4:1609
eligibleCoreEffectId=22:candidate_core_i006_01
eligibleCoreEffectId=22:candidate_core_i006_02
eligibleCoreEffectId=22:candidate_core_i006_03
eligibleCoreEffectId=22:candidate_core_i006_04
eligibleCoreEffectId=28:candidate_core_i006_ultimate
visibleCoreEffectId=22:candidate_core_i006_01
visibleCoreEffectId=22:candidate_core_i006_02
visibleCoreEffectId=22:candidate_core_i006_03
visibleCoreEffectId=22:candidate_core_i006_04
visibleCoreEffectId=28:candidate_core_i006_ultimate
buildQualification=4:Dual
",PASS
